,PCT_CHG
2026-04-03,-2.06371185
2026-04-07,1.37087885
2026-04-08,4.4070346
2026-04-09,-0.74717033
2026-04-10,0.70344482
2026-04-13,0.30411525
2026-04-14,1.27763702
2026-04-15,-0.47008359
2026-04-16,1.87462131
2026-04-17,0.50581081
2026-04-20,0.94270318
2026-04-21,-0.18057094
2026-04-22,0.80966879
2026-04-23,-1.59477558
2026-04-24,-0.75942797
2026-04-27,1.00816224
2026-04-28,-1.16365642
2026-04-29,1.19478446
2026-04-30,0.51982165
2026-05-06,2.03184838
2026-05-07,1.93058996
2026-05-08,0.99729105
2026-05-11,1.13994171
2026-05-12,-0.87735123
2026-05-13,1.47016342
2026-05-14,-1.97015539
2026-05-15,-0.42044384
2026-05-18,0.29662106
2026-05-19,1.08753622
2026-05-20,-0.3776169
2026-05-21,-3.51593243
2026-05-22,2.63255389
2026-05-25,0.28104899
2026-05-26,-1.78649552
2026-05-27,-2.07710926
2026-05-28,1.57023221
2026-05-29,-3.31522819
2026-06-01,-0.05256301
2026-06-02,-0.24648966
2026-06-03,0.19370768
2026-06-04,-0.13779268
2026-06-05,0.12341711
2026-06-08,-3.22541729
2026-06-09,2.22850514
2026-06-10,-1.79143925
2026-06-11,-0.62801712
2026-06-12,0.49712009
2026-06-15,3.46814526
2026-06-16,1.66019332
2026-06-17,0.28280828
2026-06-18,0.38784085
2026-06-22,0.76644073
2026-06-23,-0.49209407
2026-06-24,-0.05427083
2026-06-25,-0.87734122
2026-06-26,-2.5750761
2026-06-29,-0.92774123
2026-06-30,2.33032108
2026-07-01,1.45354827
